precision,recall,f1-score,support
0.96,0.76,0.85,1561.0
0.77,0.81,0.79,648.0
0.7,0.83,0.76,571.0
0.96,1.0,0.98,434.0
0.91,0.92,0.92,620.0
0.86,0.99,0.92,174.0
0.82,0.95,0.88,381.0
0.85,0.82,0.83,1580.0
0.8,0.82,0.81,1334.0
0.68,0.93,0.78,401.0
0.38,0.99,0.55,149.0
0.92,0.89,0.91,932.0
0.98,0.73,0.84,2310.0
0.89,1.0,0.94,175.0
0.98,0.92,0.95,1004.0
0.71,0.96,0.82,428.0
0.81,0.97,0.88,372.0
0.72,0.91,0.8,585.0
0.85,0.85,0.85,0.85
0.82,0.9,0.84,13659.0
0.87,0.85,0.85,13659.0
