precision,recall,f1-score,support
0.79,0.89,0.84,1561.0
0.71,0.82,0.76,648.0
0.83,0.74,0.78,571.0
0.99,0.98,0.99,434.0
0.94,0.91,0.93,620.0
0.84,0.94,0.89,174.0
0.83,0.9,0.87,381.0
0.85,0.81,0.83,1580.0
0.71,0.86,0.78,1334.0
0.92,0.82,0.87,401.0
0.98,0.55,0.7,149.0
0.95,0.87,0.91,932.0
0.9,0.82,0.86,2310.0
0.96,0.89,0.93,175.0
0.94,0.96,0.95,1004.0
0.91,0.86,0.88,428.0
0.92,0.9,0.91,372.0
0.85,0.79,0.82,585.0
0.85,0.85,0.85,0.85
0.88,0.85,0.86,13659.0
0.86,0.85,0.85,13659.0
