precision,recall,f1-score,support
0.79,0.88,0.83,1561.0
0.86,0.72,0.78,648.0
0.78,0.53,0.63,571.0
0.95,0.97,0.96,434.0
0.94,0.87,0.9,620.0
0.92,0.93,0.92,174.0
0.83,0.6,0.7,381.0
0.74,0.81,0.77,1580.0
0.88,0.74,0.81,1334.0
0.75,0.52,0.61,401.0
1.0,0.01,0.01,149.0
0.86,0.86,0.86,932.0
0.7,0.92,0.8,2310.0
0.89,0.85,0.87,175.0
0.91,0.96,0.94,1004.0
0.74,0.69,0.71,428.0
0.95,0.86,0.9,372.0
0.76,0.64,0.69,585.0
0.81,0.81,0.81,0.81
0.85,0.74,0.76,13659.0
0.81,0.81,0.8,13659.0
