precision,recall,f1-score,support
0.83,0.87,0.85,1561.0
0.71,0.76,0.73,648.0
0.85,0.72,0.78,571.0
0.99,0.98,0.98,434.0
0.92,0.91,0.92,620.0
0.89,0.95,0.92,174.0
0.93,0.89,0.91,381.0
0.79,0.85,0.82,1580.0
0.84,0.79,0.81,1334.0
0.77,0.86,0.81,401.0
0.0,0.0,0.0,149.0
0.92,0.9,0.91,932.0
0.82,0.87,0.84,2310.0
0.94,0.78,0.85,175.0
0.93,0.96,0.94,1004.0
0.93,0.84,0.88,428.0
0.91,0.89,0.9,372.0
0.84,0.82,0.83,585.0
0.85,0.85,0.85,0.85
0.82,0.81,0.82,13659.0
0.84,0.85,0.84,13659.0
