precision,recall,f1-score,support
0.91,0.82,0.86,1561.0
0.83,0.79,0.81,648.0
0.8,0.76,0.78,571.0
0.99,0.99,0.99,434.0
0.89,0.95,0.91,620.0
0.98,0.94,0.96,174.0
0.94,0.9,0.92,381.0
0.88,0.79,0.83,1580.0
0.82,0.82,0.82,1334.0
0.84,0.87,0.86,401.0
0.68,0.76,0.72,149.0
0.94,0.89,0.91,932.0
0.78,0.92,0.84,2310.0
0.97,0.95,0.96,175.0
0.97,0.94,0.95,1004.0
0.88,0.89,0.88,428.0
0.92,0.93,0.92,372.0
0.85,0.83,0.84,585.0
0.87,0.87,0.87,0.87
0.88,0.87,0.88,13659.0
0.87,0.87,0.87,13659.0
