precision,recall,f1-score,support
0.81,0.89,0.85,1561.0
0.82,0.8,0.81,648.0
0.91,0.67,0.77,571.0
0.98,0.99,0.98,434.0
0.9,0.94,0.92,620.0
0.98,0.95,0.97,174.0
0.92,0.9,0.91,381.0
0.76,0.89,0.82,1580.0
0.87,0.77,0.82,1334.0
0.93,0.81,0.86,401.0
0.74,0.72,0.73,149.0
0.89,0.9,0.9,932.0
0.86,0.84,0.85,2310.0
0.94,0.96,0.95,175.0
0.94,0.96,0.95,1004.0
0.93,0.86,0.89,428.0
0.94,0.91,0.92,372.0
0.85,0.83,0.84,585.0
0.86,0.86,0.86,0.86
0.89,0.87,0.87,13659.0
0.87,0.86,0.86,13659.0
