precision,recall,f1-score,support
0.77,0.88,0.82,1561.0
0.86,0.74,0.8,648.0
0.77,0.71,0.74,571.0
0.98,0.98,0.98,434.0
0.91,0.91,0.91,620.0
0.97,0.95,0.96,174.0
0.94,0.88,0.91,381.0
0.85,0.8,0.83,1580.0
0.8,0.79,0.8,1334.0
0.89,0.81,0.85,401.0
0.0,0.0,0.0,149.0
0.84,0.9,0.87,932.0
0.8,0.86,0.83,2310.0
0.96,0.96,0.96,175.0
0.95,0.96,0.95,1004.0
0.93,0.85,0.89,428.0
0.98,0.88,0.93,372.0
0.73,0.81,0.77,585.0
0.84,0.84,0.84,0.84
0.83,0.82,0.82,13659.0
0.84,0.84,0.84,13659.0
