precision,recall,f1-score,support
0.78,0.9,0.84,1561.0
0.77,0.79,0.78,648.0
0.79,0.74,0.77,571.0
0.99,0.99,0.99,434.0
0.96,0.91,0.93,620.0
0.95,0.96,0.95,174.0
0.94,0.89,0.92,381.0
0.8,0.85,0.82,1580.0
0.82,0.8,0.81,1334.0
0.91,0.82,0.86,401.0
0.87,0.65,0.74,149.0
0.9,0.91,0.9,932.0
0.87,0.84,0.86,2310.0
0.96,0.95,0.95,175.0
0.97,0.92,0.95,1004.0
0.88,0.9,0.89,428.0
0.94,0.9,0.92,372.0
0.87,0.82,0.85,585.0
0.86,0.86,0.86,0.86
0.89,0.86,0.87,13659.0
0.86,0.86,0.86,13659.0
