precision,recall,f1-score,support
0.89,0.82,0.86,1561.0
0.89,0.65,0.75,648.0
0.83,0.71,0.77,571.0
0.98,0.98,0.98,434.0
0.91,0.91,0.91,620.0
0.94,0.93,0.94,174.0
0.91,0.87,0.89,381.0
0.83,0.8,0.81,1580.0
0.64,0.9,0.75,1334.0
0.62,0.86,0.72,401.0
0.5,0.01,0.01,149.0
0.92,0.87,0.89,932.0
0.83,0.84,0.84,2310.0
0.96,0.94,0.95,175.0
0.97,0.93,0.95,1004.0
0.9,0.85,0.87,428.0
0.93,0.82,0.87,372.0
0.8,0.82,0.81,585.0
0.83,0.83,0.83,0.83
0.85,0.81,0.81,13659.0
0.84,0.83,0.83,13659.0
