precision,recall,f1-score,support
0.79,0.88,0.84,1561.0
0.74,0.8,0.77,648.0
0.78,0.74,0.76,571.0
0.98,0.98,0.98,434.0
0.98,0.86,0.92,620.0
0.99,0.93,0.96,174.0
0.86,0.91,0.89,381.0
0.83,0.8,0.81,1580.0
0.83,0.79,0.81,1334.0
0.94,0.8,0.86,401.0
0.72,0.72,0.72,149.0
0.9,0.9,0.9,932.0
0.8,0.87,0.83,2310.0
0.98,0.93,0.95,175.0
0.93,0.95,0.94,1004.0
0.93,0.84,0.88,428.0
0.96,0.88,0.92,372.0
0.92,0.78,0.84,585.0
0.85,0.85,0.85,0.85
0.88,0.85,0.87,13659.0
0.86,0.85,0.85,13659.0
