precision,recall,f1-score,support
0.71,0.81,0.76,1561.0
0.0,0.0,0.0,648.0
0.0,0.0,0.0,571.0
0.38,0.57,0.45,434.0
0.27,0.71,0.39,620.0
0.0,0.0,0.0,174.0
0.0,0.0,0.0,381.0
0.52,0.87,0.65,1580.0
0.35,0.24,0.28,1334.0
0.37,0.12,0.18,401.0
0.0,0.0,0.0,149.0
0.36,0.42,0.39,932.0
0.67,0.85,0.75,2310.0
0.0,0.0,0.0,175.0
0.51,0.88,0.65,1004.0
0.32,0.12,0.18,428.0
0.0,0.0,0.0,372.0
0.0,0.0,0.0,585.0
0.51,0.51,0.51,0.51
0.25,0.31,0.26,13659.0
0.4,0.51,0.43,13659.0
