precision,recall,f1-score,support
0.82,0.85,0.83,1561.0
0.86,0.74,0.8,648.0
0.89,0.68,0.77,571.0
0.99,0.97,0.98,434.0
0.96,0.88,0.92,620.0
0.91,0.94,0.92,174.0
0.93,0.88,0.91,381.0
0.7,0.87,0.77,1580.0
0.89,0.74,0.81,1334.0
0.83,0.86,0.84,401.0
0.87,0.63,0.73,149.0
0.92,0.87,0.9,932.0
0.77,0.87,0.82,2310.0
0.88,0.98,0.92,175.0
0.97,0.91,0.94,1004.0
0.93,0.85,0.89,428.0
0.94,0.89,0.91,372.0
0.88,0.78,0.83,585.0
0.84,0.84,0.84,0.84
0.88,0.84,0.86,13659.0
0.85,0.84,0.85,13659.0
