precision,recall,f1-score,support
0.81,0.84,0.83,1561.0
0.91,0.74,0.81,648.0
0.59,0.78,0.67,571.0
0.93,0.97,0.95,434.0
0.97,0.9,0.93,620.0
0.77,0.9,0.83,174.0
0.93,0.88,0.9,381.0
0.71,0.86,0.78,1580.0
0.74,0.8,0.77,1334.0
0.91,0.75,0.82,401.0
0.0,0.0,0.0,149.0
0.95,0.87,0.9,932.0
0.85,0.83,0.84,2310.0
0.92,0.69,0.79,175.0
0.96,0.93,0.95,1004.0
0.9,0.82,0.86,428.0
0.82,0.94,0.88,372.0
0.97,0.74,0.84,585.0
0.83,0.83,0.83,0.83
0.81,0.79,0.8,13659.0
0.83,0.83,0.83,13659.0
