precision,recall,f1-score,support
0.58,0.89,0.71,1561.0
0.0,0.0,0.0,648.0
0.0,0.0,0.0,571.0
0.41,0.96,0.57,434.0
0.22,0.01,0.01,620.0
0.0,0.0,0.0,174.0
0.0,0.0,0.0,381.0
0.22,0.3,0.25,1580.0
0.64,0.83,0.72,1334.0
0.0,0.0,0.0,401.0
0.0,0.0,0.0,149.0
0.41,0.46,0.43,932.0
0.61,0.88,0.72,2310.0
0.0,0.0,0.0,175.0
0.63,0.97,0.76,1004.0
0.53,0.06,0.1,428.0
0.43,0.37,0.4,372.0
0.0,0.0,0.0,585.0
0.51,0.51,0.51,0.51
0.26,0.32,0.26,13659.0
0.38,0.51,0.42,13659.0
