precision,recall,f1-score,support
0.79,0.89,0.84,1561.0
0.89,0.74,0.81,648.0
0.85,0.72,0.78,571.0
0.99,0.98,0.98,434.0
0.92,0.92,0.92,620.0
0.98,0.95,0.97,174.0
0.99,0.86,0.92,381.0
0.83,0.8,0.81,1580.0
0.79,0.81,0.8,1334.0
0.9,0.83,0.87,401.0
0.9,0.64,0.75,149.0
0.9,0.91,0.9,932.0
0.79,0.89,0.84,2310.0
0.99,0.93,0.96,175.0
0.94,0.96,0.95,1004.0
0.97,0.83,0.89,428.0
0.94,0.91,0.93,372.0
0.92,0.77,0.84,585.0
0.86,0.86,0.86,0.86
0.9,0.85,0.88,13659.0
0.86,0.86,0.86,13659.0
