precision,recall,f1-score,support
0.63,0.91,0.74,1561.0
0.48,0.49,0.48,648.0
0.6,0.04,0.07,571.0
0.8,0.98,0.88,434.0
0.84,0.77,0.8,620.0
0.99,0.84,0.91,174.0
0.78,0.9,0.83,381.0
0.86,0.78,0.82,1580.0
0.77,0.77,0.77,1334.0
0.77,0.76,0.76,401.0
0.0,0.0,0.0,149.0
0.82,0.67,0.74,932.0
0.71,0.88,0.79,2310.0
0.84,0.41,0.55,175.0
0.93,0.95,0.94,1004.0
0.82,0.75,0.78,428.0
0.89,0.46,0.6,372.0
0.86,0.78,0.82,585.0
0.76,0.76,0.76,0.76
0.74,0.67,0.68,13659.0
0.76,0.76,0.74,13659.0
