precision,recall,f1-score,support
0.81,0.87,0.84,1561.0
0.86,0.75,0.8,648.0
0.8,0.77,0.78,571.0
0.99,0.98,0.99,434.0
0.92,0.93,0.93,620.0
0.98,0.95,0.96,174.0
0.89,0.92,0.9,381.0
0.81,0.84,0.82,1580.0
0.83,0.79,0.81,1334.0
0.81,0.84,0.82,401.0
0.74,0.63,0.68,149.0
0.91,0.9,0.9,932.0
0.8,0.87,0.83,2310.0
0.98,0.94,0.96,175.0
0.97,0.94,0.95,1004.0
0.88,0.89,0.88,428.0
0.98,0.88,0.92,372.0
0.95,0.76,0.84,585.0
0.86,0.86,0.86,0.86
0.88,0.86,0.87,13659.0
0.86,0.86,0.86,13659.0
