precision,recall,f1-score,support
0.71,0.9,0.8,1561.0
0.93,0.71,0.8,648.0
0.92,0.65,0.76,571.0
0.97,0.98,0.98,434.0
0.96,0.87,0.92,620.0
0.9,0.94,0.92,174.0
0.92,0.87,0.9,381.0
0.78,0.85,0.81,1580.0
0.84,0.79,0.81,1334.0
0.81,0.85,0.83,401.0
0.77,0.29,0.42,149.0
0.9,0.88,0.89,932.0
0.82,0.85,0.83,2310.0
0.95,0.93,0.94,175.0
0.9,0.95,0.93,1004.0
0.92,0.83,0.88,428.0
0.92,0.89,0.9,372.0
0.9,0.79,0.84,585.0
0.84,0.84,0.84,0.84
0.88,0.82,0.84,13659.0
0.85,0.84,0.84,13659.0
