precision,recall,f1-score,support
0.86,0.86,0.86,1561.0
0.79,0.81,0.8,648.0
0.84,0.74,0.79,571.0
0.99,0.99,0.99,434.0
0.96,0.89,0.92,620.0
0.97,0.96,0.97,174.0
0.98,0.87,0.92,381.0
0.83,0.82,0.83,1580.0
0.73,0.9,0.8,1334.0
0.82,0.87,0.85,401.0
0.84,0.64,0.73,149.0
0.91,0.9,0.91,932.0
0.86,0.84,0.85,2310.0
0.97,0.95,0.96,175.0
0.94,0.96,0.95,1004.0
0.91,0.87,0.89,428.0
0.95,0.9,0.93,372.0
0.91,0.79,0.85,585.0
0.86,0.86,0.86,0.86
0.89,0.86,0.88,13659.0
0.87,0.86,0.86,13659.0
