precision,recall,f1-score,support
0.82,0.88,0.85,1561.0
0.73,0.86,0.79,648.0
0.79,0.78,0.78,571.0
1.0,0.98,0.99,434.0
0.92,0.92,0.92,620.0
0.98,0.95,0.97,174.0
0.94,0.89,0.92,381.0
0.92,0.76,0.83,1580.0
0.87,0.78,0.82,1334.0
0.9,0.84,0.87,401.0
0.85,0.67,0.75,149.0
0.9,0.91,0.9,932.0
0.79,0.91,0.85,2310.0
1.0,0.92,0.96,175.0
0.95,0.95,0.95,1004.0
0.86,0.91,0.89,428.0
0.86,0.94,0.9,372.0
0.98,0.75,0.85,585.0
0.86,0.86,0.86,0.86
0.89,0.87,0.88,13659.0
0.87,0.86,0.86,13659.0
